property_id,id,displayPrice,deedDate,newBuild,tenure,percentageChange
989667|151|,25547802LR,"£104,000",10/4/2006,FALSE,Freehold,
34167|56|,88912368LR,"£113,000",12/16/2016,FALSE,Freehold,
34282|4|,88912380LR,"£115,000",12/16/2016,FALSE,Freehold,-2
34282|4|,25548855LR,"£117,000",5/4/2007,FALSE,Freehold,139
34282|4|,25548738LR,"£48,950",8/27/1999,TRUE,Freehold,
1418967|28|,89175036LR,"£90,000",12/19/2016,FALSE,Freehold,8
1418967|28|,25547178LR,"£83,000",3/21/2002,FALSE,Freehold,
989651|9|,89175027LR,"£158,000",12/21/2016,FALSE,Freehold,123
989651|9|,25545900LR,"£71,000",10/22/1999,FALSE,Freehold,9
989651|9|,25545861LR,"£65,350",9/27/1996,TRUE,Freehold,
978515||37 FLAT D,790230ROS,"£55,000",5/22/2023,FALSE,,-52
978515||37 FLAT D,19565962ROS,"£115,238",6/21/2007,FALSE,,
188||54,790209ROS,"£95,000",5/22/2023,FALSE,,-10
188||54,21836033ROS,"£105,000",4/25/2022,FALSE,,1
188||54,20965438ROS,"£104,000",6/15/2021,FALSE,,-45
188||54,21284948ROS,"£187,525",7/10/2014,FALSE,,9
188||54,21116957ROS,"£172,779",10/24/2013,FALSE,,43
188||54,165294ROS,"£121,000",7/16/2012,FALSE,,-1
188||54,19604149ROS,"£121,777",12/22/2009,FALSE,,22
188||54,19565909ROS,"£100,000",7/25/2006,FALSE,,11
188||54,19402643ROS,"£90,000",2/1/2006,FALSE,,43
188||54,17748272ROS,"£63,000",8/24/2004,FALSE,,19
188||54,17748248ROS,"£53,000",7/23/2003,FALSE,,-2
188||54,17748227ROS,"£54,000",8/5/2002,FALSE,,86
188||54,17748224ROS,"£29,000",4/19/2002,FALSE,,
1295616||20 ATTIC FLOOR LEFT,790197ROS,"£96,000",5/22/2023,FALSE,,
271||23,790239ROS,"£575,000",5/22/2023,FALSE,,
152||75,790182ROS,"£42,000",5/24/2023,FALSE,,
320||15,790254ROS,"£222,500",5/24/2023,FALSE,,
27||77,790152ROS,"£88,500",5/24/2023,FALSE,,-42
27||77,21070364ROS,"£152,500",8/15/2013,FALSE,,
188||50,790212ROS,"£68,343",5/26/2023,FALSE,,-24
188||50,21095950ROS,"£90,000",10/15/2021,FALSE,,-14
188||50,20485235ROS,"£105,000",8/10/2009,FALSE,,-12
188||50,19929272ROS,"£120,000",9/6/2007,FALSE,,114
188||50,17748266ROS,"£56,000",2/10/2005,FALSE,,-38
188||50,17748275ROS,"£90,000",6/18/2004,FALSE,,100
188||50,17748242ROS,"£45,000",11/13/2003,FALSE,,0
188||50,17748254ROS,"£45,000",5/16/2002,FALSE,,
1411086||96,790161ROS,"£45,000",5/26/2023,FALSE,,213
1411086||96,20569562ROS,"£14,400",3/4/2010,FALSE,,
109||55,790176ROS,"£177,000",5/29/2023,FALSE,,-26
109||55,20435950ROS,"£240,000",9/7/2018,FALSE,,19
109||55,21395870ROS,"£202,000",1/30/2015,FALSE,,-17
109||55,20898593ROS,"£243,151",8/13/2012,FALSE,,28
109||55,20832860ROS,"£190,532",2/22/2012,FALSE,,-1
109||55,20387693ROS,"£193,000",2/12/2009,FALSE,,-10
109||55,20361998ROS,"£215,000",12/2/2008,FALSE,,79
109||55,19141127ROS,"£120,000",5/6/2005,FALSE,,
163||85,790185ROS,"£50,000",5/29/2023,FALSE,,-55
163||85,19900435ROS,"£112,000",11/12/2015,FALSE,,-29
163||85,21493388ROS,"£156,778",7/29/2015,FALSE,,3899
163||85,20321744ROS,"£3,920",10/17/2008,FALSE,,-97
163||85,19565878ROS,"£145,000",6/12/2007,FALSE,,71
163||85,19688345ROS,"£85,000",10/12/2006,FALSE,,-2
163||85,19648544ROS,"£87,000",9/12/2006,FALSE,,18
163||85,19329059ROS,"£73,555",11/28/2005,FALSE,,56
163||85,17746940ROS,"£47,000",6/21/2004,FALSE,,-14
163||85,17746967ROS,"£54,500",10/30/2003,FALSE,,51
163||85,17746943ROS,"£36,000",4/14/2003,FALSE,,4
163||85,17746964ROS,"£34,500",8/15/2002,FALSE,,
978580||192,790263ROS,"£81,000",5/29/2023,FALSE,,
213||253 31 ASHLEY LODGE,790224ROS,"£344,450",5/29/2023,FALSE,,-13
213||253 31 ASHLEY LODGE,20195974ROS,"£395,000",7/27/2017,FALSE,,
344||28,790272ROS,"£85,000",5/29/2023,FALSE,,18
344||28,20523025ROS,"£72,000",12/5/2018,FALSE,,
327||141,790257ROS,"£85,000",5/29/2023,FALSE,,-38
327||141,20267732ROS,"£137,500",7/10/2008,FALSE,,
1411153||146,790284ROS,"£360,000",5/30/2023,FALSE,,21
1411153||146,20800829ROS,"£296,423",11/15/2011,FALSE,,
978496||22,790215ROS,"£264,000",5/30/2023,FALSE,,12
978496||22,21125941ROS,"£235,000",11/26/2021,FALSE,,
270||36,815724ROS,"£455,000",6/1/2023,FALSE,,-13
270||36,214236ROS,"£525,000",4/5/2016,FALSE,,
169||210,815658ROS,"£70,000",6/1/2023,FALSE,,
978485||30 FLAT D,815670ROS,"£72,000",6/1/2023,FALSE,,
1636365||16 FLAT B,815661ROS,"£110,000",6/1/2023,FALSE,,-33
1636365||16 FLAT B,20605463ROS,"£165,000",6/8/2010,FALSE,,
1636374||60,815745ROS,"£180,000",6/2/2023,FALSE,,16
1636374||60,19929187ROS,"£155,000",10/22/2015,FALSE,,24
1636374||60,20627888ROS,"£125,000",8/2/2010,FALSE,,123
1636374||60,17754536ROS,"£56,000",12/5/2001,FALSE,,
201||22,815685ROS,"£280,000",6/5/2023,FALSE,,-8
201||22,21070475ROS,"£303,000",8/2/2013,FALSE,,
225||5,815703ROS,"£105,000",6/5/2023,FALSE,,128
225||5,21125965ROS,"£46,000",11/16/2021,FALSE,,-59
225||5,21526469ROS,"£112,500",9/28/2015,FALSE,,18
225||5,21049439ROS,"£95,000",6/18/2013,FALSE,,12
225||5,19688456ROS,"£85,000",10/12/2006,FALSE,,42
225||5,19566002ROS,"£60,000",7/13/2006,FALSE,,0
225||5,17750582ROS,"£60,000",7/26/2004,FALSE,,
193||40,815679ROS,"£270,000",6/5/2023,FALSE,,-23
193||40,21370439ROS,"£350,000",11/25/2014,FALSE,,
183771|74|FLAT 3,21358576LR,"£212,000",3/27/2024,FALSE,Leasehold,444
183771|74|FLAT 3,35640729LR,"£38,950",8/13/1997,FALSE,Leasehold,
"4631384|PINNACLE APARTMENTS, 11|FLAT 44",20347894LR,"£300,000",3/28/2024,FALSE,Leasehold,-18
"4631384|PINNACLE APARTMENTS, 11|FLAT 44",88952826LR,"£365,000",9/23/2016,TRUE,Leasehold,
1040802|99|,20584567LR,"£620,000",3/28/2024,FALSE,Freehold,
1290133|11|,21086254LR,"£382,500",3/28/2024,FALSE,Freehold,101
1290133|11|,35777811LR,"£189,950",10/15/2004,FALSE,Freehold,
184219|21|,20808922LR,"£242,500",3/28/2024,FALSE,Leasehold,
184732|16|,21908560LR,"£540,000",3/28/2024,FALSE,Freehold,
"184508|CLIVE HOUSE, 155|FLAT 8",21086131LR,"£250,000",3/28/2024,FALSE,Leasehold,52
"184508|CLIVE HOUSE, 155|FLAT 8",35736141LR,"£165,000",1/6/2009,FALSE,Leasehold,7
"184508|CLIVE HOUSE, 155|FLAT 8",35736123LR,"£154,500",10/13/2003,FALSE,Leasehold,
184890|3|,20348248LR,"£570,000",3/28/2024,FALSE,Freehold,58
184890|3|,35773794LR,"£359,950",12/17/2014,FALSE,Freehold,
1453768|44|,20348275LR,"£290,000",3/28/2024,FALSE,Leasehold,44
1453768|44|,16997227LR,"£201,000",6/20/2022,FALSE,Leasehold,429
1453768|44|,35777637LR,"£38,000",9/29/1995,FALSE,Leasehold,
183811|35|,20584192LR,"£388,000",3/28/2024,FALSE,Freehold,10
183811|35|,12295570LR,"£351,633",3/26/2021,FALSE,Freehold,27
183811|35|,35645520LR,"£276,000",1/23/2015,FALSE,Freehold,42
183811|35|,35645511LR,"£195,000",2/12/2009,FALSE,Freehold,7
183811|35|,35645493LR,"£183,000",12/10/2004,FALSE,Freehold,115
183811|35|,35645475LR,"£84,950",9/23/1998,FALSE,Freehold,
184175|135|,20348029LR,"£465,000",3/28/2024,FALSE,Freehold,28
184175|135|,9655891LR,"£362,500",4/24/2019,FALSE,Freehold,
1040817|69|,20809201LR,"£200,000",3/28/2024,FALSE,Leasehold,8
1040817|69|,35776596LR,"£185,000",1/15/2016,FALSE,Leasehold,45
1040817|69|,35776518LR,"£127,500",7/7/2004,FALSE,Leasehold,20
1040817|69|,35776491LR,"£105,950",8/20/2002,FALSE,Leasehold,77
1040817|69|,35776461LR,"£59,950",9/3/1999,FALSE,Leasehold,
184423|31|,21358837LR,"£350,000",3/28/2024,FALSE,Leasehold,153
184423|31|,35718933LR,"£138,500",3/23/2001,FALSE,Leasehold,
"183737|CROMWELL HOUSE, 44|FLAT 23",20347822LR,"£195,000",4/2/2024,FALSE,Leasehold,
1040417|82B|,20347933LR,"£265,000",4/2/2024,FALSE,Leasehold,66
1040417|82B|,35667954LR,"£160,000",4/1/2004,FALSE,Leasehold,
184449|417|,21621154LR,"£470,000",4/2/2024,FALSE,Freehold,104
184449|417|,35723865LR,"£230,000",3/18/2011,FALSE,Freehold,42
184449|417|,35723850LR,"£162,000",2/22/2002,FALSE,Freehold,30
184449|417|,35723844LR,"£124,950",12/2/1999,FALSE,Freehold,
1642093|16|,20584594LR,"£377,500",4/2/2024,FALSE,Freehold,8
1642093|16|,13608562LR,"£350,000",12/10/2020,FALSE,Freehold,
184314|27|,21086032LR,"£635,000",4/3/2024,FALSE,Freehold,6
184314|27|,92580615LR,"£597,500",11/26/2021,FALSE,Freehold,3
184314|27|,7113514LR,"£580,000",6/29/2018,FALSE,Freehold,40
184314|27|,35708574LR,"£415,000",6/30/2014,FALSE,Freehold,
184482|63|,21086122LR,"£415,000",4/3/2024,FALSE,Freehold,
184162|1|,21358732LR,"£260,000",4/3/2024,FALSE,Freehold,30
184162|1|,35689485LR,"£200,000",9/3/2015,FALSE,Freehold,
184157|1|,22219483LR,"£440,000",4/5/2024,FALSE,Freehold,251
184157|1|,35689023LR,"£125,500",11/2/2001,FALSE,Freehold,
184941|127|,21621343LR,"£235,000",4/5/2024,FALSE,Leasehold,16
184941|127|,14916253LR,"£203,000",9/30/2021,FALSE,Leasehold,
1040406|67A|,20808799LR,"£150,000",4/5/2024,FALSE,Leasehold,
"3891837|CENTRILLION POINT, 2|FLAT 179",22219759LR,"£207,500",4/5/2024,FALSE,Leasehold,-20
"3891837|CENTRILLION POINT, 2|FLAT 179",35784660LR,"£260,000",1/29/2016,FALSE,Leasehold,96
"3891837|CENTRILLION POINT, 2|FLAT 179",35784549LR,"£132,612",12/11/2009,TRUE,Leasehold,
4131154|3|FLAT 2,21086089LR,"£409,500",4/5/2024,FALSE,Leasehold,-3
4131154|3|FLAT 2,55483706LR,"£421,995",6/30/2017,TRUE,Leasehold,
865168|VALE HOUSE|15,93462408LR,"£358,000",3/3/2021,TRUE,Leasehold,
1610333|9|,12498742LR,"£416,000",3/5/2021,FALSE,Freehold,145
1610333|9|,80433429LR,"£170,000",7/28/1997,FALSE,Freehold,
865303|1|,12799771LR,"£510,000",3/5/2021,FALSE,Freehold,278
865303|1|,12799768LR,"£135,000",4/8/1998,FALSE,Freehold,
865292|7|,12498715LR,"£445,000",3/5/2021,FALSE,Freehold,119
865292|7|,80429817LR,"£203,500",7/28/2006,FALSE,Freehold,239
865292|7|,80429739LR,"£60,000",9/27/1996,FALSE,Freehold,
865227|9|,12498694LR,"£515,000",3/9/2021,FALSE,Freehold,29
865227|9|,6547834LR,"£400,000",3/21/2018,FALSE,Freehold,
865209|34|FLAT 3,12498685LR,"£227,500",3/9/2021,FALSE,Leasehold,40
865209|34|FLAT 3,80419593LR,"£163,000",12/17/2007,FALSE,Leasehold,66
865209|34|FLAT 3,80419560LR,"£98,000",5/27/2002,FALSE,Leasehold,100
865209|34|FLAT 3,80419539LR,"£49,000",6/26/1998,FALSE,Leasehold,
"865153|VALE TOWERS, 58|FLAT 2",12213142LR,"£332,000",3/10/2021,FALSE,Leasehold,52
"865153|VALE TOWERS, 58|FLAT 2",80415651LR,"£219,000",6/8/2007,FALSE,Leasehold,67
"865153|VALE TOWERS, 58|FLAT 2",80415591LR,"£131,000",4/25/2003,FALSE,Leasehold,31
"865153|VALE TOWERS, 58|FLAT 2",80415564LR,"£100,000",2/17/2000,FALSE,Leasehold,43
"865153|VALE TOWERS, 58|FLAT 2",80415531LR,"£70,000",10/9/1995,FALSE,Leasehold,
865281|163|,12213190LR,"£860,000",3/10/2021,FALSE,Freehold,320
865281|163|,80426532LR,"£205,000",11/27/1998,FALSE,Freehold,
1397881|18|,13277731LR,"£315,000",3/12/2021,FALSE,Freehold,0
1397881|18|,55995908LR,"£315,000",5/1/2018,FALSE,Freehold,62
1397881|18|,80434767LR,"£195,000",11/1/2012,FALSE,Freehold,-5
1397881|18|,80434734LR,"£206,000",7/5/2007,FALSE,Freehold,
865153|50|BASEMENT FLAT,12498673LR,"£335,000",3/12/2021,FALSE,Leasehold,8
865153|50|BASEMENT FLAT,80415810LR,"£310,000",2/12/2016,FALSE,Leasehold,38
865153|50|BASEMENT FLAT,80415633LR,"£225,000",5/8/2006,FALSE,Leasehold,61
865153|50|BASEMENT FLAT,80415615LR,"£140,000",10/6/2004,FALSE,Leasehold,
1251968|33|,12213220LR,"£239,200",3/12/2021,FALSE,Freehold,71
1251968|33|,80436405LR,"£139,500",6/8/2004,FALSE,Freehold,
"865168|THE COTTAGE, 8|",93462411LR,"£450,000",3/15/2021,FALSE,Freehold,
865219|15|,14131348LR,"£1,000,000",3/19/2021,FALSE,Freehold,26
865219|15|,80421237LR,"£796,500",7/13/2012,FALSE,Freehold,8
865219|15|,80421225LR,"£735,000",4/23/2010,FALSE,Freehold,20
865219|15|,80421213LR,"£615,000",8/23/2007,FALSE,Freehold,61
865219|15|,80421198LR,"£382,000",8/18/2000,FALSE,Freehold,61
865219|15|,80421192LR,"£237,000",5/26/1999,FALSE,Freehold,
865299|7|,14131390LR,"£375,000",3/19/2021,FALSE,Freehold,12
865299|7|,88308849LR,"£335,500",6/24/2016,FALSE,Freehold,
"865280|VICTORIA HOUSE, 59|",12799729LR,"£981,525",3/19/2021,FALSE,Freehold,29
"865280|VICTORIA HOUSE, 59|",7032133LR,"£760,000",4/30/2018,FALSE,Freehold,20
"865280|VICTORIA HOUSE, 59|",80426379LR,"£635,000",7/23/2014,FALSE,Freehold,
1610338|12|,12799792LR,"£391,000",3/19/2021,FALSE,Freehold,35
1610338|12|,6547882LR,"£290,000",2/27/2018,FALSE,Freehold,55
1610338|12|,80435850LR,"£187,000",8/25/2005,FALSE,Freehold,43
1610338|12|,80435847LR,"£131,000",2/16/2005,FALSE,Freehold,
865383|7|,12498754LR,"£427,000",3/19/2021,FALSE,Freehold,27
865383|7|,80437680LR,"£335,000",3/20/2014,FALSE,Freehold,54
865383|7|,80437677LR,"£217,000",2/27/2013,FALSE,Freehold,
1660772|5|FLAT 3,13050706LR,"£192,500",3/19/2021,FALSE,Leasehold,17
1660772|5|FLAT 3,80416854LR,"£165,000",3/17/2015,FALSE,Leasehold,
865358|24|,13050754LR,"£290,000",3/22/2021,FALSE,Freehold,5
865358|24|,5221111LR,"£277,000",6/12/2017,FALSE,Freehold,46
865358|24|,80437098LR,"£190,000",5/15/2012,FALSE,Freehold,16
865358|24|,80437089LR,"£163,625",2/16/2011,FALSE,Freehold,
1397878|103|,12498718LR,"£470,000",3/22/2021,FALSE,Freehold,11
1397878|103|,7901815LR,"£425,000",8/17/2018,FALSE,Freehold,13
1397878|103|,80429901LR,"£375,000",1/15/2016,FALSE,Freehold,29
1397878|103|,80429895LR,"£290,000",5/2/2008,FALSE,Freehold,5
1397878|103|,80429889LR,"£275,000",5/25/2006,FALSE,Freehold,56
1397878|103|,80429883LR,"£176,000",4/29/2005,FALSE,Freehold,
1251944|19 - 21|FLAT 1,12799723LR,"£130,000",3/22/2021,FALSE,Leasehold,20
1251944|19 - 21|FLAT 1,55385855LR,"£108,000",10/10/2017,FALSE,Leasehold,23
1251944|19 - 21|FLAT 1,80425683LR,"£87,500",3/23/2006,FALSE,Leasehold,349
1251944|19 - 21|FLAT 1,80425617LR,"£19,500",9/30/1996,FALSE,Leasehold,
865223|2|,13050712LR,"£800,000",3/23/2021,FALSE,Freehold,32
865223|2|,80421768LR,"£608,000",11/12/2014,FALSE,Freehold,22
865223|2|,80421723LR,"£499,950",7/31/2008,FALSE,Freehold,
865293|20|,13050736LR,"£350,000",3/25/2021,FALSE,Freehold,36
865293|20|,80430111LR,"£257,500",3/18/2016,FALSE,Freehold,124
865293|20|,80430054LR,"£115,000",7/6/2009,FALSE,Freehold,-12
865293|20|,80430006LR,"£129,950",5/17/2002,FALSE,Freehold,
865314|97|,13050745LR,"£550,000",3/25/2021,FALSE,Freehold,31
865314|97|,80433219LR,"£420,000",1/14/2016,FALSE,Freehold,22
865314|97|,80433198LR,"£345,000",12/16/2011,FALSE,Freehold,
1610322|11|,12213181LR,"£645,000",3/26/2021,FALSE,Freehold,108
1610322|11|,80424657LR,"£310,000",3/15/2004,FALSE,Freehold,130
1610322|11|,80424618LR,"£134,500",9/17/1999,FALSE,Freehold,
76031|10|BASEMENT FLAT,20561830LR,"£184,000",1/19/2024,FALSE,Leasehold,333
76031|10|BASEMENT FLAT,28867047LR,"£42,500",7/14/1999,FALSE,Leasehold,
1428630|13|,21057721LR,"£364,000",1/19/2024,FALSE,Freehold,
76310|15|,20561908LR,"£525,000",1/19/2024,FALSE,Freehold,139
76310|15|,28906173LR,"£220,000",10/30/2009,FALSE,Freehold,
1304136|35|,20562049LR,"£468,000",1/19/2024,FALSE,Freehold,
76805|14|,94218288LR,"£372,500",1/22/2024,FALSE,Freehold,538
76805|14|,28977849LR,"£58,388",8/13/1996,FALSE,Freehold,
1720831|114|GROUND FLOOR FLAT,21057685LR,"£267,500",1/22/2024,FALSE,Leasehold,
1428583|58|,94218072LR,"£330,000",1/22/2024,FALSE,Freehold,
76439|44|,20780788LR,"£710,000",1/22/2024,FALSE,Freehold,235
76439|44|,28925490LR,"£212,000",7/25/2001,FALSE,Freehold,
"76247|ROX, 12|APARTMENT 3",94217988LR,"£500,000",1/23/2024,TRUE,Leasehold,
3617900|ARGUS LOFTS|FLAT 38,20780740LR,"£260,000",1/23/2024,FALSE,Leasehold,108
3617900|ARGUS LOFTS|FLAT 38,28901355LR,"£125,000",8/22/2003,FALSE,Leasehold,
76332|35|FIRST FLOOR FLAT,20561920LR,"£320,000",1/23/2024,FALSE,Leasehold,31
76332|35|FIRST FLOOR FLAT,88646997LR,"£245,000",8/9/2016,FALSE,Leasehold,
"1428496|FLAT 5 THE MARYLAND, 6|",94217892LR,"£153,000",1/23/2024,FALSE,Leasehold,-4
"1428496|FLAT 5 THE MARYLAND, 6|",9630097LR,"£160,000",5/10/2019,FALSE,Leasehold,39
"1428496|FLAT 5 THE MARYLAND, 6|",28872600LR,"£115,000",12/6/2013,FALSE,Leasehold,
1673244|72|,20562025LR,"£463,000",1/23/2024,FALSE,Freehold,490
1673244|72|,28961679LR,"£78,500",9/25/1998,FALSE,Freehold,
76672|81|,20323732LR,"£456,000",1/24/2024,FALSE,Freehold,
76544|37|,20073391LR,"£500,000",1/24/2024,FALSE,Freehold,112
76544|37|,28944111LR,"£236,000",2/11/2005,FALSE,Freehold,157
76544|37|,28944033LR,"£92,000",3/18/1999,FALSE,Freehold,
1428599|47|FLAT A,19808209LR,"£337,500",1/24/2024,FALSE,Leasehold,16
1428599|47|FLAT A,18457486LR,"£292,000",5/3/2022,FALSE,Leasehold,0
1428599|47|FLAT A,18228952LR,"£292,000",5/3/2022,FALSE,Leasehold,711
1428599|47|FLAT A,28938054LR,"£36,000",11/29/1996,FALSE,Leasehold,
76798|2|,20562058LR,"£702,500",1/25/2024,FALSE,Freehold,257
76798|2|,28976778LR,"£197,000",7/1/2002,FALSE,Freehold,
76744|48|,93982902LR,"£395,000",1/25/2024,FALSE,Freehold,380
76744|48|,28970673LR,"£82,300",10/22/1999,FALSE,Freehold,
76143|3|FLAT 2,22423957LR,"£151,000",1/25/2024,FALSE,Leasehold,412
76143|3|FLAT 2,28883250LR,"£29,500",5/1/1998,FALSE,Leasehold,
1428637|53|,20780917LR,"£618,500",1/25/2024,FALSE,Freehold,147
1428637|53|,28961877LR,"£250,000",10/20/2006,FALSE,Freehold,55
1428637|53|,28961835LR,"£161,500",11/2/2001,FALSE,Freehold,44
1428637|53|,28961817LR,"£112,000",8/15/2000,FALSE,Freehold,
1004989|14|,20073493LR,"£430,000",1/25/2024,FALSE,Freehold,80
1004989|14|,28971540LR,"£238,500",1/20/2012,FALSE,Freehold,61
1004989|14|,28971453LR,"£148,000",2/13/2002,FALSE,Freehold,
76678|3|,20780908LR,"£442,500",1/25/2024,FALSE,Freehold,
"76530|BELLE VUE COURT, 21 - 22|7",20561995LR,"£330,000",1/26/2024,FALSE,Leasehold,83
"76530|BELLE VUE COURT, 21 - 22|7",28942224LR,"£180,000",3/23/2011,FALSE,Leasehold,
1428553|55|FLAT 1,20073301LR,"£315,000",1/26/2024,FALSE,Leasehold,
76176|23|,20561884LR,"£525,000",1/26/2024,FALSE,Freehold,36
76176|23|,28888959LR,"£386,000",10/25/2010,FALSE,Freehold,74
76176|23|,28888905LR,"£222,000",7/27/2001,FALSE,Freehold,73
76176|23|,28888887LR,"£128,500",9/25/1998,FALSE,Freehold,65
76176|23|,28888848LR,"£78,000",1/3/1995,FALSE,Freehold,
1490997|23|,17706160LR,"£265,000",12/2/2022,FALSE,Leasehold,58
1490997|23|,44760465LR,"£168,000",3/31/2005,FALSE,Leasehold,137
1490997|23|,44760462LR,"£70,760",6/30/2004,FALSE,Leasehold,-37
1490997|23|,44760372LR,"£112,000",2/21/2000,FALSE,Leasehold,59
1490997|23|,44760297LR,"£70,500",7/24/1997,FALSE,Leasehold,
348411|12|,17378353LR,"£1,150,000",12/7/2022,FALSE,Leasehold,
4848717|LIONGATE HOUSE|FLAT 88,19204975LR,"£330,000",12/7/2022,TRUE,Leasehold,
348055|23|,17706154LR,"£480,000",12/9/2022,FALSE,Freehold,42
348055|23|,44759655LR,"£338,000",10/31/2014,FALSE,Freehold,47
348055|23|,44759652LR,"£230,000",11/4/2010,FALSE,Freehold,243
348055|23|,44759592LR,"£67,000",2/28/2000,TRUE,Freehold,
1684756|66|,17706253LR,"£470,000",12/9/2022,FALSE,Freehold,
348287|176|,17378320LR,"£625,000",12/9/2022,FALSE,Freehold,123
348287|176|,44776611LR,"£280,000",1/10/2014,FALSE,Freehold,
348511|30|FLAT 2,17378371LR,"£190,000",12/9/2022,FALSE,Leasehold,124
348511|30|FLAT 2,44790732LR,"£85,000",8/25/2000,FALSE,Leasehold,
3622804|EDWARD HOUSE|FLAT 5,17378386LR,"£362,000",12/12/2022,FALSE,Leasehold,24
3622804|EDWARD HOUSE|FLAT 5,44794530LR,"£292,500",12/6/2013,FALSE,Leasehold,17
3622804|EDWARD HOUSE|FLAT 5,44794503LR,"£250,000",7/31/2008,FALSE,Leasehold,19
3622804|EDWARD HOUSE|FLAT 5,44794482LR,"£210,000",4/8/2004,FALSE,Leasehold,
348427|60 - 61|FLAT 1,17706232LR,"£412,500",12/12/2022,FALSE,Leasehold,10
348427|60 - 61|FLAT 1,92070345LR,"£375,000",11/9/2020,FALSE,Leasehold,29
348427|60 - 61|FLAT 1,44785812LR,"£290,000",4/19/2013,FALSE,Leasehold,
348392|22|,17706211LR,"£522,500",12/13/2022,FALSE,Freehold,71
348392|22|,44783631LR,"£305,000",5/6/2011,FALSE,Freehold,5
348392|22|,44783598LR,"£290,000",4/18/2006,FALSE,Freehold,18
348392|22|,44783568LR,"£245,000",4/25/2003,FALSE,Freehold,
348059|131|,17378239LR,"£400,000",12/14/2022,FALSE,Freehold,63
348059|131|,44760021LR,"£245,000",8/14/2009,FALSE,Freehold,49
348059|131|,44760000LR,"£164,000",2/14/2003,FALSE,Freehold,
348546|9|,17378395LR,"£600,000",12/15/2022,FALSE,Freehold,26
348546|9|,7155715LR,"£475,000",6/26/2018,FALSE,Freehold,39
348546|9|,44794995LR,"£342,000",6/30/2011,FALSE,Freehold,
1491007|BURCHATTS FARM COTTAGES|3,17378266LR,"£935,000",12/15/2022,FALSE,Freehold,87
1491007|BURCHATTS FARM COTTAGES|3,44764035LR,"£500,000",9/3/2010,FALSE,Freehold,43
1491007|BURCHATTS FARM COTTAGES|3,44764032LR,"£350,000",10/31/2007,FALSE,Freehold,
1093019|32|,18010816LR,"£380,000",12/15/2022,FALSE,Leasehold,
1684736|GLEBE COURT|9,17378257LR,"£421,500",12/15/2022,FALSE,Leasehold,73
1684736|GLEBE COURT|9,44762781LR,"£244,000",12/9/2011,FALSE,Leasehold,124
1684736|GLEBE COURT|9,44762736LR,"£109,000",7/30/1999,FALSE,Leasehold,
4651655|AUSTEN HOUSE|FLAT 99,20136412LR,"£297,500",12/16/2022,FALSE,Leasehold,4
4651655|AUSTEN HOUSE|FLAT 99,5069347LR,"£285,000",4/20/2017,TRUE,Leasehold,
1491066|56|FIRST FLOOR FLAT,17706208LR,"£283,000",12/16/2022,FALSE,Leasehold,23
1491066|56|FIRST FLOOR FLAT,44780424LR,"£230,000",4/7/2006,FALSE,Leasehold,15
1491066|56|FIRST FLOOR FLAT,44780409LR,"£200,000",4/1/2004,FALSE,Leasehold,65
1491066|56|FIRST FLOOR FLAT,44780382LR,"£121,000",5/17/2001,TRUE,Leasehold,
"4899611|ALVASTON, 3|FLAT 9",17706202LR,"£499,950",12/16/2022,FALSE,Leasehold,
1336295|CHARLOTTE COURT|8,17378347LR,"£246,000",12/16/2022,FALSE,Leasehold,41
1336295|CHARLOTTE COURT|8,44783220LR,"£175,000",6/29/2009,FALSE,Leasehold,3
1336295|CHARLOTTE COURT|8,44783184LR,"£169,995",12/13/2002,FALSE,Leasehold,73
1336295|CHARLOTTE COURT|8,44783160LR,"£98,250",11/3/1999,FALSE,Leasehold,
1684733|11|,17378224LR,"£666,000",12/19/2022,FALSE,Freehold,44
1684733|11|,6656752LR,"£461,000",4/6/2018,FALSE,Freehold,1
1684733|11|,44756529LR,"£455,000",1/29/2016,FALSE,Freehold,64
1684733|11|,44756478LR,"£277,000",12/5/2008,FALSE,Freehold,12
1684733|11|,44756433LR,"£247,000",7/30/2004,FALSE,Freehold,
1684741|33|,17378290LR,"£780,000",12/19/2022,FALSE,Freehold,
1490999|10|,17378245LR,"£535,000",12/19/2022,FALSE,Freehold,346
1490999|10|,44761362LR,"£120,000",6/4/1999,FALSE,Freehold,
348026|111|,17706148LR,"£380,000",12/19/2022,FALSE,Freehold,135
348026|111|,44757234LR,"£162,000",4/5/2004,FALSE,Freehold,
4037201|PRINTING HOUSE SQUARE|FLAT 9,94301544LR,"£410,000",12/20/2022,FALSE,Leasehold,
1491017|33B|,18769810LR,"£480,000",12/20/2022,FALSE,Leasehold,57
1491017|33B|,44766468LR,"£305,000",9/18/2006,FALSE,Leasehold,140
1491017|33B|,44766462LR,"£127,000",1/22/1999,FALSE,Leasehold,
1204939|3|,18616426LR,"£433,500",6/27/2023,FALSE,Freehold,24
1204939|3|,10863310LR,"£350,000",10/24/2019,FALSE,Freehold,44
1204939|3|,68799390LR,"£242,500",1/16/2012,FALSE,Freehold,24
1204939|3|,68799309LR,"£195,000",7/29/2004,FALSE,Freehold,40
1204939|3|,68799243LR,"£138,950",6/2/2000,FALSE,Freehold,132
1204939|3|,68799177LR,"£60,000",10/17/1996,FALSE,Freehold,
"707749|MORRIS COURT, 24|FLAT 2",18616546LR,"£265,000",6/27/2023,FALSE,Leasehold,18
